Distance (mm)	Counts
0.0	9.0
0.2	4.0
0.4	7.0
0.6	18.0
0.8	44.0
1.0	48.0
1.2	78.0
1.4	78.0
1.6	87.0
1.8	76.0
2.0	35.0
2.2	23.0
2.4	15.0
2.6	2.0
2.8	7.0
3.0	4.0
3.2	2.0
3.4	4.0
3.6	6.0
3.8	3.0
4.0	2.0
4.2	1.0
4.4	4.0
4.6	3.0
4.8	1.0
5.0	3.0
5.2	3.0
5.4	3.0
5.6	3.0
5.8	1.0
6.0	3.0
6.2	1.0
6.4	2.0
6.6	3.0
6.8	0.0
7.0	3.0
7.2	5.0
7.4	3.0
7.6	3.0
7.8	0.0
8.0	0.0
8.2	2.0
8.4	3.0
8.6	2.0
8.8	2.0
9.0	5.0
9.2	5.0
9.4	6.0
9.6	3.0
9.8	6.0
10.0	9.0
10.2	16.0
10.4	36.0
10.6	55.0
10.8	75.0
11.0	84.0
11.2	70.0
11.4	71.0
11.6	47.0
11.8	17.0
12.0	16.0
12.2	6.0
12.4	7.0
12.6	2.0
12.8	2.0
13.0	2.0
13.2	4.0
13.4	2.0
13.6	6.0
13.8	1.0
14.0	1.0
14.2	4.0
14.4	0.0
14.6	2.0
14.8	1.0
15.0	0.0
15.2	4.0
15.4	0.0
15.6	0.0
15.8	0.0
16.0	3.0
