Distance (mm)	Counts
0.0	2.0
0.2	4.0
0.4	2.0
0.6	5.0
0.8	4.0
1.0	10.0
1.2	12.0
1.4	25.0
1.6	40.0
1.8	42.0
2.0	70.0
2.2	77.0
2.4	79.0
2.6	57.0
2.8	34.0
3.0	23.0
3.2	9.0
3.4	14.0
3.6	9.0
3.8	6.0
4.0	1.0
4.2	3.0
4.4	4.0
4.6	2.0
4.8	1.0
5.0	2.0
5.2	3.0
5.4	3.0
5.6	1.0
5.8	5.0
6.0	1.0
6.2	3.0
6.4	5.0
6.6	3.0
6.8	2.0
7.0	6.0
7.2	4.0
7.4	0.0
7.6	1.0
7.8	0.0
8.0	1.0
8.2	4.0
8.4	6.0
8.6	3.0
8.8	9.0
9.0	14.0
9.2	28.0
9.4	42.0
9.6	66.0
9.8	62.0
10.0	82.0
10.2	83.0
10.4	38.0
10.6	31.0
10.8	23.0
11.0	9.0
11.2	2.0
11.4	8.0
11.6	0.0
11.8	4.0
12.0	2.0
12.2	2.0
12.4	1.0
12.6	5.0
12.8	2.0
13.0	2.0
13.2	2.0
13.4	1.0
13.6	2.0
13.8	2.0
14.0	0.0
14.2	1.0
14.4	1.0
14.6	0.0
14.8	3.0
15.0	3.0
15.2	1.0
15.4	5.0
15.6	1.0
15.8	0.0
16.0	2.0
