Distance (mm)	Counts
0.0	1.0
0.2	0.0
0.4	4.0
0.6	1.0
0.8	1.0
1.0	4.0
1.2	1.0
1.4	0.0
1.6	1.0
1.8	6.0
2.0	6.0
2.2	4.0
2.4	5.0
2.6	6.0
2.8	6.0
3.0	8.0
3.2	15.0
3.4	17.0
3.6	18.0
3.8	43.0
4.0	51.0
4.2	63.0
4.4	81.0
4.6	67.0
4.8	53.0
5.0	36.0
5.2	22.0
5.4	10.0
5.6	9.0
5.8	8.0
6.0	7.0
6.2	14.0
6.4	20.0
6.6	30.0
6.8	47.0
7.0	66.0
7.2	77.0
7.4	74.0
7.6	69.0
7.8	32.0
8.0	30.0
8.2	10.0
8.4	7.0
8.6	10.0
8.8	4.0
9.0	3.0
9.2	1.0
9.4	5.0
9.6	2.0
9.8	3.0
10.0	3.0
10.2	4.0
10.4	1.0
10.6	5.0
10.8	1.0
11.0	1.0
11.2	1.0
11.4	3.0
11.6	4.0
11.8	2.0
12.0	1.0
12.2	5.0
12.4	3.0
12.6	2.0
12.8	4.0
13.0	0.0
13.2	0.0
13.4	2.0
13.6	2.0
13.8	5.0
14.0	1.0
14.2	3.0
14.4	3.0
14.6	1.0
14.8	2.0
15.0	0.0
15.2	1.0
15.4	4.0
15.6	0.0
15.8	2.0
16.0	2.0
