Distance (mm)	Counts
0.0	2.0
0.2	2.0
0.4	1.0
0.6	0.0
0.8	1.0
1.0	1.0
1.2	2.0
1.4	4.0
1.6	4.0
1.8	3.0
2.0	6.0
2.2	6.0
2.4	1.0
2.6	7.0
2.8	12.0
3.0	16.0
3.2	30.0
3.4	35.0
3.6	57.0
3.8	70.0
4.0	79.0
4.2	80.0
4.4	82.0
4.6	43.0
4.8	37.0
5.0	25.0
5.2	16.0
5.4	10.0
5.6	6.0
5.8	9.0
6.0	8.0
6.2	10.0
6.4	12.0
6.6	13.0
6.8	21.0
7.0	38.0
7.2	53.0
7.4	59.0
7.6	81.0
7.8	57.0
8.0	59.0
8.2	24.0
8.4	15.0
8.6	4.0
8.8	10.0
9.0	9.0
9.2	4.0
9.4	6.0
9.6	3.0
9.8	2.0
10.0	1.0
10.2	0.0
10.4	1.0
10.6	2.0
10.8	1.0
11.0	1.0
11.2	2.0
11.4	4.0
11.6	0.0
11.8	3.0
12.0	5.0
12.2	1.0
12.4	1.0
12.6	1.0
12.8	2.0
13.0	3.0
13.2	3.0
13.4	1.0
13.6	2.0
13.8	1.0
14.0	3.0
14.2	1.0
14.4	3.0
14.6	1.0
14.8	3.0
15.0	2.0
15.2	0.0
15.4	2.0
15.6	2.0
15.8	2.0
16.0	3.0
