Distance (mm)	Counts
0.0	1.0
0.2	2.0
0.4	3.0
0.6	4.0
0.8	2.0
1.0	3.0
1.2	3.0
1.4	2.0
1.6	1.0
1.8	1.0
2.0	2.0
2.2	4.0
2.4	1.0
2.6	6.0
2.8	2.0
3.0	10.0
3.2	1.0
3.4	7.0
3.6	11.0
3.8	9.0
4.0	13.0
4.2	10.0
4.4	25.0
4.6	32.0
4.8	59.0
5.0	71.0
5.2	73.0
5.4	85.0
5.6	107.0
5.8	111.0
6.0	101.0
6.2	86.0
6.4	72.0
6.6	78.0
6.8	49.0
7.0	17.0
7.2	13.0
7.4	7.0
7.6	6.0
7.8	5.0
8.0	4.0
8.2	5.0
8.4	6.0
8.6	3.0
8.8	0.0
9.0	4.0
9.2	1.0
9.4	2.0
9.6	5.0
9.8	1.0
10.0	5.0
10.2	4.0
10.4	1.0
10.6	1.0
10.8	2.0
11.0	3.0
11.2	4.0
11.4	2.0
11.6	1.0
11.8	3.0
12.0	2.0
12.2	0.0
12.4	2.0
12.6	0.0
12.8	1.0
13.0	3.0
13.2	2.0
13.4	1.0
13.6	4.0
13.8	0.0
14.0	2.0
14.2	3.0
14.4	1.0
14.6	2.0
14.8	2.0
15.0	3.0
15.2	1.0
15.4	2.0
15.6	0.0
15.8	2.0
16.0	3.0
