Distance (mm)	Counts
0.0	8.0
0.2	12.0
0.4	9.0
0.6	32.0
0.8	49.0
1.0	68.0
1.2	94.0
1.4	98.0
1.6	81.0
1.8	49.0
2.0	24.0
2.2	17.0
2.4	11.0
2.6	8.0
2.8	3.0
3.0	0.0
3.2	4.0
3.4	4.0
3.6	5.0
3.8	4.0
4.0	1.0
4.2	3.0
4.4	0.0
4.6	1.0
4.8	2.0
5.0	5.0
5.2	2.0
5.4	3.0
5.6	3.0
5.8	2.0
6.0	0.0
6.2	4.0
6.4	1.0
6.6	1.0
6.8	0.0
7.0	3.0
7.2	7.0
7.4	5.0
7.6	2.0
7.8	2.0
8.0	3.0
8.2	2.0
8.4	5.0
8.6	0.0
8.8	7.0
9.0	2.0
9.2	4.0
9.4	5.0
9.6	3.0
9.8	6.0
10.0	3.0
10.2	10.0
10.4	14.0
10.6	14.0
10.8	56.0
11.0	72.0
11.2	89.0
11.4	85.0
11.6	80.0
11.8	56.0
12.0	32.0
12.2	12.0
12.4	10.0
12.6	4.0
12.8	5.0
13.0	3.0
13.2	1.0
13.4	3.0
13.6	2.0
13.8	3.0
14.0	3.0
14.2	3.0
14.4	3.0
14.6	1.0
14.8	1.0
15.0	2.0
15.2	1.0
15.4	0.0
15.6	2.0
15.8	2.0
16.0	3.0
