Distance (mm)	Counts
0.0	2.0
0.2	9.0
0.4	5.0
0.6	23.0
0.8	39.0
1.0	57.0
1.2	57.0
1.4	92.0
1.6	78.0
1.8	47.0
2.0	39.0
2.2	24.0
2.4	12.0
2.6	5.0
2.8	3.0
3.0	3.0
3.2	3.0
3.4	4.0
3.6	2.0
3.8	1.0
4.0	1.0
4.2	1.0
4.4	1.0
4.6	0.0
4.8	1.0
5.0	2.0
5.2	1.0
5.4	1.0
5.6	1.0
5.8	0.0
6.0	0.0
6.2	0.0
6.4	3.0
6.6	2.0
6.8	2.0
7.0	1.0
7.2	4.0
7.4	3.0
7.6	1.0
7.8	3.0
8.0	4.0
8.2	3.0
8.4	1.0
8.6	3.0
8.8	0.0
9.0	2.0
9.2	2.0
9.4	4.0
9.6	1.0
9.8	1.0
10.0	5.0
10.2	6.0
10.4	5.0
10.6	8.0
10.8	17.0
11.0	33.0
11.2	57.0
11.4	77.0
11.6	85.0
11.8	79.0
12.0	62.0
12.2	29.0
12.4	15.0
12.6	7.0
12.8	2.0
13.0	4.0
13.2	5.0
13.4	6.0
13.6	4.0
13.8	1.0
14.0	1.0
14.2	2.0
14.4	1.0
14.6	2.0
14.8	4.0
15.0	3.0
15.2	4.0
15.4	0.0
15.6	1.0
15.8	1.0
16.0	0.0
