Distance (mm)	Counts
0.0	2.0
0.2	7.0
0.4	9.0
0.6	23.0
0.8	24.0
1.0	54.0
1.2	68.0
1.4	86.0
1.6	76.0
1.8	50.0
2.0	26.0
2.2	18.0
2.4	9.0
2.6	7.0
2.8	5.0
3.0	4.0
3.2	3.0
3.4	2.0
3.6	1.0
3.8	0.0
4.0	1.0
4.2	3.0
4.4	1.0
4.6	4.0
4.8	4.0
5.0	3.0
5.2	2.0
5.4	1.0
5.6	2.0
5.8	2.0
6.0	2.0
6.2	0.0
6.4	0.0
6.6	1.0
6.8	5.0
7.0	2.0
7.2	3.0
7.4	2.0
7.6	1.0
7.8	1.0
8.0	2.0
8.2	0.0
8.4	1.0
8.6	0.0
8.8	2.0
9.0	3.0
9.2	5.0
9.4	0.0
9.6	1.0
9.8	3.0
10.0	4.0
10.2	2.0
10.4	10.0
10.6	12.0
10.8	17.0
11.0	24.0
11.2	43.0
11.4	67.0
11.6	62.0
11.8	80.0
12.0	56.0
12.2	44.0
12.4	20.0
12.6	9.0
12.8	6.0
13.0	0.0
13.2	1.0
13.4	3.0
13.6	2.0
13.8	3.0
14.0	1.0
14.2	4.0
14.4	2.0
14.6	3.0
14.8	1.0
15.0	4.0
15.2	3.0
15.4	1.0
15.6	2.0
15.8	2.0
16.0	4.0
