Distance (mm)	Counts
0.0	2.0
0.2	1.0
0.4	4.0
0.6	1.0
0.8	4.0
1.0	2.0
1.2	2.0
1.4	5.0
1.6	9.0
1.8	3.0
2.0	13.0
2.2	18.0
2.4	36.0
2.6	42.0
2.8	58.0
3.0	63.0
3.2	76.0
3.4	62.0
3.6	39.0
3.8	28.0
4.0	20.0
4.2	9.0
4.4	2.0
4.6	7.0
4.8	2.0
5.0	2.0
5.2	5.0
5.4	6.0
5.6	4.0
5.8	4.0
6.0	2.0
6.2	1.0
6.4	3.0
6.6	1.0
6.8	3.0
7.0	8.0
7.2	12.0
7.4	7.0
7.6	22.0
7.8	18.0
8.0	21.0
8.2	62.0
8.4	84.0
8.6	71.0
8.8	69.0
9.0	96.0
9.2	45.0
9.4	25.0
9.6	20.0
9.8	12.0
10.0	9.0
10.2	6.0
10.4	3.0
10.6	2.0
10.8	2.0
11.0	5.0
11.2	1.0
11.4	2.0
11.6	1.0
11.8	2.0
12.0	2.0
12.2	2.0
12.4	0.0
12.6	1.0
12.8	2.0
13.0	4.0
13.2	2.0
13.4	1.0
13.6	2.0
13.8	4.0
14.0	2.0
14.2	0.0
14.4	0.0
14.6	1.0
14.8	1.0
15.0	2.0
15.2	3.0
15.4	2.0
15.6	2.0
15.8	0.0
16.0	3.0
