Distance (mm)	Counts
0.0	3.0
0.2	1.0
0.4	1.0
0.6	2.0
0.8	2.0
1.0	3.0
1.2	2.0
1.4	0.0
1.6	0.0
1.8	4.0
2.0	4.0
2.2	1.0
2.4	7.0
2.6	1.0
2.8	4.0
3.0	5.0
3.2	9.0
3.4	8.0
3.6	15.0
3.8	25.0
4.0	25.0
4.2	31.0
4.4	50.0
4.6	56.0
4.8	84.0
5.0	71.0
5.2	58.0
5.4	52.0
5.6	48.0
5.8	26.0
6.0	44.0
6.2	53.0
6.4	70.0
6.6	78.0
6.8	88.0
7.0	78.0
7.2	38.0
7.4	35.0
7.6	11.0
7.8	7.0
8.0	5.0
8.2	5.0
8.4	3.0
8.6	5.0
8.8	4.0
9.0	5.0
9.2	2.0
9.4	2.0
9.6	1.0
9.8	2.0
10.0	0.0
10.2	3.0
10.4	2.0
10.6	5.0
10.8	0.0
11.0	2.0
11.2	1.0
11.4	2.0
11.6	3.0
11.8	2.0
12.0	1.0
12.2	0.0
12.4	2.0
12.6	3.0
12.8	2.0
13.0	1.0
13.2	3.0
13.4	1.0
13.6	3.0
13.8	1.0
14.0	2.0
14.2	0.0
14.4	2.0
14.6	1.0
14.8	4.0
15.0	2.0
15.2	0.0
15.4	4.0
15.6	2.0
15.8	1.0
16.0	2.0
