Distance (mm)	Counts
0.0	2.0
0.2	1.0
0.4	4.0
0.6	3.0
0.8	0.0
1.0	3.0
1.2	5.0
1.4	1.0
1.6	0.0
1.8	1.0
2.0	2.0
2.2	4.0
2.4	1.0
2.6	6.0
2.8	3.0
3.0	3.0
3.2	1.0
3.4	5.0
3.6	4.0
3.8	4.0
4.0	10.0
4.2	8.0
4.4	19.0
4.6	21.0
4.8	28.0
5.0	57.0
5.2	84.0
5.4	111.0
5.6	147.0
5.8	159.0
6.0	144.0
6.2	120.0
6.4	66.0
6.6	46.0
6.8	25.0
7.0	8.0
7.2	11.0
7.4	4.0
7.6	4.0
7.8	3.0
8.0	6.0
8.2	4.0
8.4	5.0
8.6	1.0
8.8	4.0
9.0	5.0
9.2	3.0
9.4	0.0
9.6	2.0
9.8	2.0
10.0	5.0
10.2	3.0
10.4	0.0
10.6	2.0
10.8	1.0
11.0	3.0
11.2	2.0
11.4	3.0
11.6	6.0
11.8	1.0
12.0	2.0
12.2	1.0
12.4	5.0
12.6	1.0
12.8	0.0
13.0	1.0
13.2	3.0
13.4	2.0
13.6	0.0
13.8	1.0
14.0	1.0
14.2	0.0
14.4	1.0
14.6	3.0
14.8	0.0
15.0	4.0
15.2	3.0
15.4	2.0
15.6	0.0
15.8	1.0
16.0	0.0
