Distance (mm)	Counts
0.0	2.0
0.2	0.0
0.4	5.0
0.6	2.0
0.8	3.0
1.0	2.0
1.2	3.0
1.4	2.0
1.6	6.0
1.8	5.0
2.0	3.0
2.2	5.0
2.4	6.0
2.6	7.0
2.8	6.0
3.0	14.0
3.2	22.0
3.4	41.0
3.6	62.0
3.8	70.0
4.0	74.0
4.2	69.0
4.4	45.0
4.6	27.0
4.8	11.0
5.0	7.0
5.2	8.0
5.4	3.0
5.6	10.0
5.8	2.0
6.0	7.0
6.2	5.0
6.4	10.0
6.6	13.0
6.8	31.0
7.0	34.0
7.2	59.0
7.4	64.0
7.6	61.0
7.8	68.0
8.0	65.0
8.2	56.0
8.4	30.0
8.6	19.0
8.8	9.0
9.0	7.0
9.2	3.0
9.4	2.0
9.6	3.0
9.8	7.0
10.0	3.0
10.2	4.0
10.4	1.0
10.6	2.0
10.8	4.0
11.0	2.0
11.2	2.0
11.4	2.0
11.6	1.0
11.8	2.0
12.0	3.0
12.2	3.0
12.4	3.0
12.6	0.0
12.8	3.0
13.0	3.0
13.2	0.0
13.4	1.0
13.6	1.0
13.8	3.0
14.0	1.0
14.2	2.0
14.4	3.0
14.6	2.0
14.8	0.0
15.0	3.0
15.2	1.0
15.4	2.0
15.6	5.0
15.8	4.0
16.0	1.0
