Distance (mm)	Counts
0.0	1.0
0.2	1.0
0.4	1.0
0.6	1.0
0.8	1.0
1.0	3.0
1.2	2.0
1.4	6.0
1.6	5.0
1.8	7.0
2.0	11.0
2.2	7.0
2.4	15.0
2.6	18.0
2.8	44.0
3.0	64.0
3.2	81.0
3.4	76.0
3.6	84.0
3.8	53.0
4.0	29.0
4.2	15.0
4.4	6.0
4.6	7.0
4.8	5.0
5.0	2.0
5.2	7.0
5.4	6.0
5.6	1.0
5.8	3.0
6.0	6.0
6.2	3.0
6.4	7.0
6.6	4.0
6.8	4.0
7.0	7.0
7.2	13.0
7.4	23.0
7.6	22.0
7.8	41.0
8.0	53.0
8.2	58.0
8.4	98.0
8.6	66.0
8.8	43.0
9.0	24.0
9.2	14.0
9.4	10.0
9.6	7.0
9.8	1.0
10.0	6.0
10.2	11.0
10.4	4.0
10.6	5.0
10.8	2.0
11.0	5.0
11.2	2.0
11.4	3.0
11.6	7.0
11.8	1.0
12.0	3.0
12.2	3.0
12.4	1.0
12.6	0.0
12.8	2.0
13.0	3.0
13.2	2.0
13.4	0.0
13.6	2.0
13.8	1.0
14.0	1.0
14.2	1.0
14.4	2.0
14.6	2.0
14.8	1.0
15.0	2.0
15.2	4.0
15.4	3.0
15.6	3.0
15.8	2.0
16.0	3.0
