Distance (mm)	Counts
0.0	3.0
0.2	2.0
0.4	2.0
0.6	0.0
0.8	0.0
1.0	2.0
1.2	2.0
1.4	0.0
1.6	4.0
1.8	2.0
2.0	5.0
2.2	4.0
2.4	7.0
2.6	4.0
2.8	1.0
3.0	2.0
3.2	10.0
3.4	10.0
3.6	12.0
3.8	18.0
4.0	34.0
4.2	59.0
4.4	74.0
4.6	89.0
4.8	77.0
5.0	66.0
5.2	55.0
5.4	34.0
5.6	27.0
5.8	20.0
6.0	38.0
6.2	35.0
6.4	50.0
6.6	62.0
6.8	74.0
7.0	76.0
7.2	61.0
7.4	50.0
7.6	34.0
7.8	14.0
8.0	9.0
8.2	10.0
8.4	10.0
8.6	2.0
8.8	6.0
9.0	3.0
9.2	1.0
9.4	4.0
9.6	2.0
9.8	1.0
10.0	5.0
10.2	3.0
10.4	6.0
10.6	4.0
10.8	4.0
11.0	1.0
11.2	1.0
11.4	0.0
11.6	3.0
11.8	1.0
12.0	2.0
12.2	2.0
12.4	2.0
12.6	0.0
12.8	0.0
13.0	2.0
13.2	2.0
13.4	1.0
13.6	1.0
13.8	4.0
14.0	1.0
14.2	1.0
14.4	3.0
14.6	4.0
14.8	0.0
15.0	0.0
15.2	3.0
15.4	3.0
15.6	3.0
15.8	0.0
16.0	2.0
