Distance (mm)	Counts
0.0	2.0
0.2	4.0
0.4	1.0
0.6	8.0
0.8	9.0
1.0	17.0
1.2	23.0
1.4	38.0
1.6	44.0
1.8	77.0
2.0	86.0
2.2	70.0
2.4	43.0
2.6	29.0
2.8	14.0
3.0	9.0
3.2	2.0
3.4	6.0
3.6	2.0
3.8	5.0
4.0	3.0
4.2	4.0
4.4	1.0
4.6	0.0
4.8	3.0
5.0	2.0
5.2	1.0
5.4	2.0
5.6	3.0
5.8	3.0
6.0	1.0
6.2	1.0
6.4	5.0
6.6	2.0
6.8	3.0
7.0	3.0
7.2	6.0
7.4	3.0
7.6	5.0
7.8	6.0
8.0	3.0
8.2	4.0
8.4	5.0
8.6	5.0
8.8	6.0
9.0	13.0
9.2	14.0
9.4	24.0
9.6	44.0
9.8	42.0
10.0	76.0
10.2	79.0
10.4	89.0
10.6	51.0
10.8	28.0
11.0	23.0
11.2	7.0
11.4	6.0
11.6	1.0
11.8	6.0
12.0	4.0
12.2	1.0
12.4	6.0
12.6	6.0
12.8	2.0
13.0	1.0
13.2	2.0
13.4	1.0
13.6	1.0
13.8	2.0
14.0	0.0
14.2	2.0
14.4	1.0
14.6	0.0
14.8	1.0
15.0	1.0
15.2	1.0
15.4	0.0
15.6	1.0
15.8	2.0
16.0	0.0
