Distance (mm)	Counts
0.0	1.0
0.2	3.0
0.4	1.0
0.6	5.0
0.8	5.0
1.0	2.0
1.2	8.0
1.4	8.0
1.6	7.0
1.8	13.0
2.0	18.0
2.2	32.0
2.4	50.0
2.6	58.0
2.8	80.0
3.0	76.0
3.2	80.0
3.4	49.0
3.6	25.0
3.8	13.0
4.0	14.0
4.2	11.0
4.4	1.0
4.6	6.0
4.8	3.0
5.0	3.0
5.2	3.0
5.4	2.0
5.6	5.0
5.8	3.0
6.0	6.0
6.2	2.0
6.4	5.0
6.6	4.0
6.8	2.0
7.0	4.0
7.2	7.0
7.4	8.0
7.6	3.0
7.8	8.0
8.0	9.0
8.2	25.0
8.4	35.0
8.6	47.0
8.8	71.0
9.0	83.0
9.2	100.0
9.4	78.0
9.6	38.0
9.8	19.0
10.0	21.0
10.2	10.0
10.4	3.0
10.6	3.0
10.8	4.0
11.0	2.0
11.2	1.0
11.4	4.0
11.6	5.0
11.8	1.0
12.0	1.0
12.2	3.0
12.4	5.0
12.6	4.0
12.8	1.0
13.0	3.0
13.2	2.0
13.4	4.0
13.6	4.0
13.8	0.0
14.0	2.0
14.2	2.0
14.4	2.0
14.6	2.0
14.8	1.0
15.0	2.0
15.2	0.0
15.4	0.0
15.6	2.0
15.8	1.0
16.0	1.0
