Distance (mm)	Counts
0.0	209.0
0.5	160.0
1.0	246.0
1.5	266.0
2.0	351.0
2.5	488.0
3.0	608.0
3.5	762.0
4.0	986.0
4.5	1058.0
5.0	1275.0
5.5	1359.0
6.0	1503.0
6.5	1561.0
7.0	1609.0
7.5	1472.0
8.0	1432.0
8.5	1177.0
9.0	1050.0
9.5	814.0
10.0	655.0
10.5	459.0
11.0	412.0
11.5	279.0
12.0	257.0
12.5	260.0
13.0	239.0
13.5	184.0
14.0	179.0
14.5	145.0
15.0	141.0
15.5	139.0
16.0	121.0
