Distance (mm)	Counts
0.0	17.0
1.0	17.0
2.0	13.0
3.0	22.0
4.0	29.0
5.0	52.0
6.0	48.0
7.0	34.0
8.0	13.0
9.0	11.0
10.0	17.0
11.0	10.0
12.0	16.0
13.0	9.0
14.0	9.0
