Distance (mm)	Counts
0.0	251.0
0.5	310.0
1.0	306.0
1.5	295.0
2.0	328.0
2.5	304.0
3.0	354.0
3.5	362.0
4.0	370.0
4.5	408.0
5.0	448.0
5.5	495.0
6.0	462.0
6.5	469.0
7.0	549.0
7.5	573.0
8.0	599.0
8.5	578.0
9.0	683.0
9.5	696.0
10.0	767.0
10.5	805.0
11.0	832.0
11.5	817.0
12.0	962.0
12.5	973.0
13.0	1009.0
13.5	1106.0
14.0	1222.0
14.5	1245.0
15.0	1407.0
15.5	1518.0
16.0	1779.0
16.5	1866.0
17.0	2021.0
17.5	2215.0
18.0	2416.0
18.5	2691.0
19.0	3180.0
19.5	4260.0
20.0	5269.0
20.5	6975.0
21.0	8677.0
21.5	10124.0
22.0	11979.0
22.5	13323.0
23.0	14212.0
23.5	14579.0
24.0	14165.0
24.5	13808.0
25.0	12400.0
25.5	10706.0
26.0	9027.0
26.5	7472.0
27.0	5826.0
27.5	4671.0
28.0	3618.0
28.5	2933.0
29.0	2674.0
29.5	2444.0
30.0	2240.0
30.5	2132.0
31.0	1974.0
31.5	1834.0
32.0	1726.0
32.5	1527.0
33.0	1366.0
33.5	1219.0
34.0	1144.0
34.5	999.0
35.0	956.0
35.5	938.0
36.0	898.0
36.5	804.0
37.0	777.0
37.5	761.0
38.0	694.0
38.5	671.0
39.0	645.0
39.5	620.0
40.0	574.0
40.5	535.0
41.0	516.0
41.5	482.0
42.0	464.0
42.5	448.0
43.0	433.0
43.5	385.0
44.0	364.0
44.5	365.0
45.0	340.0
45.5	291.0
46.0	276.0
46.5	273.0
47.0	283.0
47.5	274.0
48.0	250.0
48.5	222.0
49.0	204.0
49.5	230.0
50.0	191.0
