Distance (mm)	Counts
0.0	242.0
0.5	281.0
1.0	282.0
1.5	333.0
2.0	305.0
2.5	337.0
3.0	351.0
3.5	386.0
4.0	383.0
4.5	414.0
5.0	424.0
5.5	449.0
6.0	457.0
6.5	488.0
7.0	496.0
7.5	572.0
8.0	566.0
8.5	669.0
9.0	676.0
9.5	691.0
10.0	826.0
10.5	797.0
11.0	815.0
11.5	913.0
12.0	966.0
12.5	924.0
13.0	1096.0
13.5	1109.0
14.0	1303.0
14.5	1320.0
15.0	1463.0
15.5	1635.0
16.0	1699.0
16.5	1963.0
17.0	2038.0
17.5	2294.0
18.0	2506.0
18.5	3201.0
19.0	4141.0
19.5	5103.0
20.0	6061.0
20.5	7101.0
21.0	8481.0
21.5	10023.0
22.0	11617.0
22.5	12809.0
23.0	12994.0
23.5	13021.0
24.0	13152.0
24.5	12646.0
25.0	11840.0
25.5	10553.0
26.0	8862.0
26.5	7394.0
27.0	6228.0
27.5	5373.0
28.0	4292.0
28.5	3440.0
29.0	2674.0
29.5	2571.0
30.0	2252.0
30.5	2175.0
31.0	2013.0
31.5	1834.0
32.0	1686.0
32.5	1567.0
33.0	1325.0
33.5	1299.0
34.0	1148.0
34.5	1075.0
35.0	1013.0
35.5	910.0
36.0	897.0
36.5	843.0
37.0	740.0
37.5	770.0
38.0	740.0
38.5	650.0
39.0	664.0
39.5	659.0
40.0	596.0
40.5	545.0
41.0	506.0
41.5	489.0
42.0	447.0
42.5	424.0
43.0	388.0
43.5	399.0
44.0	380.0
44.5	358.0
45.0	325.0
45.5	288.0
46.0	296.0
46.5	284.0
47.0	245.0
47.5	257.0
48.0	251.0
48.5	223.0
49.0	243.0
49.5	226.0
50.0	220.0
