Distance (mm)	Counts
0.0	267.0
0.5	272.0
1.0	317.0
1.5	279.0
2.0	332.0
2.5	324.0
3.0	339.0
3.5	345.0
4.0	367.0
4.5	392.0
5.0	416.0
5.5	455.0
6.0	493.0
6.5	517.0
7.0	490.0
7.5	534.0
8.0	595.0
8.5	632.0
9.0	672.0
9.5	703.0
10.0	732.0
10.5	758.0
11.0	803.0
11.5	847.0
12.0	943.0
12.5	1007.0
13.0	980.0
13.5	1135.0
14.0	1141.0
14.5	1329.0
15.0	1424.0
15.5	1564.0
16.0	1731.0
16.5	1813.0
17.0	2003.0
17.5	2224.0
18.0	2371.0
18.5	2710.0
19.0	2975.0
19.5	3783.0
20.0	4995.0
20.5	6670.0
21.0	8496.0
21.5	10111.0
22.0	11572.0
22.5	13184.0
23.0	14546.0
23.5	15107.0
24.0	14759.0
24.5	13885.0
25.0	12516.0
25.5	10783.0
26.0	9044.0
26.5	7617.0
27.0	5932.0
27.5	4376.0
28.0	3252.0
28.5	2933.0
29.0	2649.0
29.5	2472.0
30.0	2341.0
30.5	2101.0
31.0	2024.0
31.5	1847.0
32.0	1643.0
32.5	1525.0
33.0	1320.0
33.5	1272.0
34.0	1169.0
34.5	1091.0
35.0	1010.0
35.5	867.0
36.0	865.0
36.5	903.0
37.0	781.0
37.5	730.0
38.0	696.0
38.5	683.0
39.0	631.0
39.5	570.0
40.0	566.0
40.5	566.0
41.0	521.0
41.5	453.0
42.0	462.0
42.5	430.0
43.0	406.0
43.5	393.0
44.0	375.0
44.5	330.0
45.0	359.0
45.5	359.0
46.0	330.0
46.5	254.0
47.0	293.0
47.5	250.0
48.0	239.0
48.5	228.0
49.0	216.0
49.5	228.0
50.0	184.0
