Distance (mm)	Counts
0.0	282.0
0.5	262.0
1.0	271.0
1.5	309.0
2.0	322.0
2.5	354.0
3.0	339.0
3.5	386.0
4.0	390.0
4.5	413.0
5.0	445.0
5.5	430.0
6.0	488.0
6.5	516.0
7.0	551.0
7.5	527.0
8.0	581.0
8.5	633.0
9.0	627.0
9.5	729.0
10.0	779.0
10.5	768.0
11.0	854.0
11.5	853.0
12.0	892.0
12.5	934.0
13.0	1008.0
13.5	1193.0
14.0	1154.0
14.5	1346.0
15.0	1415.0
15.5	1560.0
16.0	1719.0
16.5	1823.0
17.0	1972.0
17.5	2274.0
18.0	2427.0
18.5	2708.0
19.0	3177.0
19.5	3925.0
20.0	5162.0
20.5	6695.0
21.0	8813.0
21.5	10009.0
22.0	11715.0
22.5	13202.0
23.0	14345.0
23.5	15048.0
24.0	14618.0
24.5	13499.0
25.0	12312.0
25.5	10822.0
26.0	9099.0
26.5	7567.0
27.0	5672.0
27.5	4522.0
28.0	3411.0
28.5	2844.0
29.0	2636.0
29.5	2558.0
30.0	2274.0
30.5	2091.0
31.0	1928.0
31.5	1783.0
32.0	1660.0
32.5	1489.0
33.0	1345.0
33.5	1195.0
34.0	1136.0
34.5	1034.0
35.0	976.0
35.5	933.0
36.0	859.0
36.5	828.0
37.0	766.0
37.5	745.0
38.0	696.0
38.5	688.0
39.0	657.0
39.5	579.0
40.0	606.0
40.5	519.0
41.0	503.0
41.5	493.0
42.0	478.0
42.5	405.0
43.0	407.0
43.5	423.0
44.0	333.0
44.5	359.0
45.0	344.0
45.5	322.0
46.0	300.0
46.5	326.0
47.0	277.0
47.5	261.0
48.0	231.0
48.5	244.0
49.0	203.0
49.5	190.0
50.0	208.0
