Distance (mm)	Counts
0.0	236.0
0.5	290.0
1.0	297.0
1.5	313.0
2.0	273.0
2.5	340.0
3.0	329.0
3.5	351.0
4.0	358.0
4.5	382.0
5.0	420.0
5.5	460.0
6.0	497.0
6.5	516.0
7.0	502.0
7.5	574.0
8.0	532.0
8.5	574.0
9.0	662.0
9.5	658.0
10.0	675.0
10.5	751.0
11.0	816.0
11.5	807.0
12.0	862.0
12.5	963.0
13.0	1020.0
13.5	1088.0
14.0	1173.0
14.5	1291.0
15.0	1396.0
15.5	1571.0
16.0	1707.0
16.5	1904.0
17.0	2042.0
17.5	2237.0
18.0	2397.0
18.5	2940.0
19.0	3562.0
19.5	4682.0
20.0	5650.0
20.5	6592.0
21.0	8015.0
21.5	9291.0
22.0	10859.0
22.5	12479.0
23.0	13008.0
23.5	12969.0
24.0	13190.0
24.5	12919.0
25.0	12263.0
25.5	10902.0
26.0	9444.0
26.5	7934.0
27.0	6677.0
27.5	5713.0
28.0	4754.0
28.5	3757.0
29.0	2938.0
29.5	2620.0
30.0	2405.0
30.5	2139.0
31.0	2051.0
31.5	1951.0
32.0	1800.0
32.5	1580.0
33.0	1429.0
33.5	1323.0
34.0	1247.0
34.5	1092.0
35.0	1103.0
35.5	1010.0
36.0	943.0
36.5	845.0
37.0	832.0
37.5	727.0
38.0	723.0
38.5	686.0
39.0	653.0
39.5	597.0
40.0	573.0
40.5	548.0
41.0	487.0
41.5	516.0
42.0	485.0
42.5	431.0
43.0	428.0
43.5	399.0
44.0	387.0
44.5	377.0
45.0	326.0
45.5	332.0
46.0	246.0
46.5	284.0
47.0	288.0
47.5	268.0
48.0	245.0
48.5	265.0
49.0	230.0
49.5	199.0
50.0	206.0
