Distance (mm)	Counts
0.0	262.0
0.5	278.0
1.0	272.0
1.5	293.0
2.0	344.0
2.5	326.0
3.0	347.0
3.5	383.0
4.0	365.0
4.5	442.0
5.0	418.0
5.5	465.0
6.0	494.0
6.5	485.0
7.0	509.0
7.5	574.0
8.0	603.0
8.5	608.0
9.0	633.0
9.5	701.0
10.0	744.0
10.5	718.0
11.0	802.0
11.5	825.0
12.0	892.0
12.5	960.0
13.0	1001.0
13.5	1083.0
14.0	1184.0
14.5	1249.0
15.0	1434.0
15.5	1545.0
16.0	1688.0
16.5	1841.0
17.0	2015.0
17.5	2229.0
18.0	2403.0
18.5	2623.0
19.0	2841.0
19.5	3516.0
20.0	4854.0
20.5	6631.0
21.0	8352.0
21.5	9936.0
22.0	11767.0
22.5	13216.0
23.0	14553.0
23.5	15351.0
24.0	15189.0
24.5	14076.0
25.0	12535.0
25.5	10767.0
26.0	9392.0
26.5	7582.0
27.0	5777.0
27.5	4341.0
28.0	3248.0
28.5	2878.0
29.0	2732.0
29.5	2432.0
30.0	2294.0
30.5	2173.0
31.0	2018.0
31.5	1782.0
32.0	1628.0
32.5	1530.0
33.0	1370.0
33.5	1267.0
34.0	1190.0
34.5	1058.0
35.0	1011.0
35.5	956.0
36.0	853.0
36.5	872.0
37.0	807.0
37.5	772.0
38.0	705.0
38.5	712.0
39.0	666.0
39.5	644.0
40.0	584.0
40.5	556.0
41.0	514.0
41.5	482.0
42.0	479.0
42.5	452.0
43.0	410.0
43.5	371.0
44.0	345.0
44.5	348.0
45.0	337.0
45.5	314.0
46.0	304.0
46.5	282.0
47.0	268.0
47.5	270.0
48.0	264.0
48.5	240.0
49.0	213.0
49.5	206.0
50.0	234.0
