Distance (mm)	Counts
0.0	281.0
0.5	278.0
1.0	315.0
1.5	292.0
2.0	322.0
2.5	347.0
3.0	348.0
3.5	356.0
4.0	397.0
4.5	382.0
5.0	453.0
5.5	492.0
6.0	503.0
6.5	530.0
7.0	523.0
7.5	596.0
8.0	574.0
8.5	616.0
9.0	657.0
9.5	683.0
10.0	776.0
10.5	782.0
11.0	895.0
11.5	885.0
12.0	875.0
12.5	966.0
13.0	1104.0
13.5	1134.0
14.0	1198.0
14.5	1331.0
15.0	1476.0
15.5	1596.0
16.0	1698.0
16.5	1895.0
17.0	2082.0
17.5	2281.0
18.0	2464.0
18.5	2904.0
19.0	3482.0
19.5	4493.0
20.0	5583.0
20.5	6851.0
21.0	8558.0
21.5	10278.0
22.0	11735.0
22.5	13198.0
23.0	13930.0
23.5	14023.0
24.0	13794.0
24.5	13504.0
25.0	12116.0
25.5	10735.0
26.0	8959.0
26.5	7365.0
27.0	5971.0
27.5	4902.0
28.0	3874.0
28.5	3041.0
29.0	2674.0
29.5	2440.0
30.0	2340.0
30.5	2114.0
31.0	1903.0
31.5	1837.0
32.0	1681.0
32.5	1489.0
33.0	1323.0
33.5	1272.0
34.0	1116.0
34.5	1109.0
35.0	980.0
35.5	959.0
36.0	912.0
36.5	861.0
37.0	805.0
37.5	755.0
38.0	704.0
38.5	650.0
39.0	628.0
39.5	602.0
40.0	578.0
40.5	564.0
41.0	514.0
41.5	508.0
42.0	411.0
42.5	426.0
43.0	443.0
43.5	374.0
44.0	359.0
44.5	352.0
45.0	336.0
45.5	309.0
46.0	272.0
46.5	255.0
47.0	257.0
47.5	281.0
48.0	267.0
48.5	243.0
49.0	209.0
49.5	234.0
50.0	227.0
