Distance (mm)	Counts
0.0	272.0
0.5	308.0
1.0	293.0
1.5	293.0
2.0	306.0
2.5	336.0
3.0	347.0
3.5	352.0
4.0	371.0
4.5	386.0
5.0	442.0
5.5	467.0
6.0	483.0
6.5	499.0
7.0	544.0
7.5	551.0
8.0	600.0
8.5	639.0
9.0	699.0
9.5	733.0
10.0	731.0
10.5	768.0
11.0	837.0
11.5	911.0
12.0	937.0
12.5	997.0
13.0	1050.0
13.5	1152.0
14.0	1272.0
14.5	1315.0
15.0	1358.0
15.5	1643.0
16.0	1704.0
16.5	1900.0
17.0	2090.0
17.5	2228.0
18.0	2497.0
18.5	2951.0
19.0	3717.0
19.5	4715.0
20.0	5627.0
20.5	7038.0
21.0	8718.0
21.5	10057.0
22.0	11677.0
22.5	13061.0
23.0	13542.0
23.5	13440.0
24.0	13716.0
24.5	13025.0
25.0	11965.0
25.5	10586.0
26.0	8928.0
26.5	7352.0
27.0	5986.0
27.5	5166.0
28.0	4072.0
28.5	3256.0
29.0	2682.0
29.5	2595.0
30.0	2371.0
30.5	2064.0
31.0	2017.0
31.5	1783.0
32.0	1642.0
32.5	1461.0
33.0	1396.0
33.5	1267.0
34.0	1113.0
34.5	1067.0
35.0	975.0
35.5	983.0
36.0	892.0
36.5	786.0
37.0	772.0
37.5	742.0
38.0	707.0
38.5	635.0
39.0	626.0
39.5	636.0
40.0	592.0
40.5	548.0
41.0	522.0
41.5	523.0
42.0	447.0
42.5	402.0
43.0	408.0
43.5	385.0
44.0	370.0
44.5	362.0
45.0	306.0
45.5	316.0
46.0	318.0
46.5	284.0
47.0	266.0
47.5	281.0
48.0	268.0
48.5	212.0
49.0	202.0
49.5	209.0
50.0	198.0
