Distance (mm)	Counts
0.0	264.0
0.5	249.0
1.0	266.0
1.5	299.0
2.0	339.0
2.5	340.0
3.0	340.0
3.5	374.0
4.0	372.0
4.5	404.0
5.0	425.0
5.5	455.0
6.0	430.0
6.5	472.0
7.0	527.0
7.5	543.0
8.0	628.0
8.5	628.0
9.0	688.0
9.5	675.0
10.0	759.0
10.5	768.0
11.0	831.0
11.5	842.0
12.0	924.0
12.5	936.0
13.0	1060.0
13.5	1140.0
14.0	1162.0
14.5	1265.0
15.0	1406.0
15.5	1556.0
16.0	1691.0
16.5	1795.0
17.0	2077.0
17.5	2215.0
18.0	2400.0
18.5	2625.0
19.0	2946.0
19.5	3484.0
20.0	4868.0
20.5	6775.0
21.0	8461.0
21.5	9816.0
22.0	11711.0
22.5	12937.0
23.0	14462.0
23.5	15198.0
24.0	15293.0
24.5	14124.0
25.0	12538.0
25.5	11105.0
26.0	9386.0
26.5	7865.0
27.0	5974.0
27.5	4227.0
28.0	3273.0
28.5	2952.0
29.0	2648.0
29.5	2495.0
30.0	2354.0
30.5	2066.0
31.0	1980.0
31.5	1759.0
32.0	1710.0
32.5	1453.0
33.0	1419.0
33.5	1228.0
34.0	1155.0
34.5	1101.0
35.0	1042.0
35.5	838.0
36.0	876.0
36.5	846.0
37.0	793.0
37.5	728.0
38.0	747.0
38.5	664.0
39.0	585.0
39.5	618.0
40.0	592.0
40.5	554.0
41.0	462.0
41.5	479.0
42.0	461.0
42.5	439.0
43.0	419.0
43.5	403.0
44.0	332.0
44.5	379.0
45.0	298.0
45.5	324.0
46.0	315.0
46.5	272.0
47.0	276.0
47.5	251.0
48.0	251.0
48.5	230.0
49.0	225.0
49.5	212.0
50.0	215.0
