Distance (mm)	Counts
0.0	3.0
2.0	2.0
4.0	0.0
6.0	4.0
8.0	1.0
10.0	1.0
12.0	2.0
14.0	1.0
16.0	4.0
18.0	2.0
20.0	6.0
22.0	4.0
24.0	3.0
26.0	2.0
28.0	5.0
30.0	3.0
32.0	3.0
34.0	5.0
36.0	0.0
38.0	6.0
40.0	6.0
42.0	10.0
44.0	9.0
46.0	14.0
48.0	156.0
50.0	607.0
52.0	88.0
54.0	14.0
56.0	10.0
58.0	3.0
60.0	3.0
62.0	6.0
64.0	5.0
66.0	7.0
68.0	3.0
70.0	4.0
72.0	3.0
74.0	2.0
76.0	1.0
78.0	4.0
80.0	6.0
82.0	1.0
84.0	1.0
86.0	2.0
88.0	5.0
90.0	1.0
92.0	5.0
94.0	2.0
96.0	1.0
98.0	3.0
100.0	3.0
