Distance (mm)	Counts
0.0	59.0
0.2	65.0
0.4	92.0
0.6	103.0
0.8	120.0
1.0	169.0
1.2	249.0
1.4	358.0
1.6	440.0
1.8	567.0
2.0	631.0
2.2	586.0
2.4	564.0
2.6	458.0
2.8	352.0
3.0	233.0
3.2	224.0
3.4	143.0
3.6	105.0
3.8	107.0
4.0	83.0
4.2	67.0
4.4	64.0
4.6	68.0
4.8	52.0
5.0	33.0
5.2	47.0
5.4	32.0
5.6	32.0
5.8	24.0
6.0	27.0
6.2	31.0
6.4	34.0
6.6	29.0
6.8	27.0
7.0	23.0
7.2	22.0
7.4	20.0
7.6	26.0
7.8	23.0
8.0	24.0
8.2	17.0
8.4	16.0
8.6	25.0
8.8	26.0
9.0	26.0
9.2	38.0
9.4	31.0
9.6	31.0
9.8	51.0
10.0	38.0
10.2	48.0
10.4	43.0
10.6	59.0
10.8	81.0
11.0	92.0
11.2	88.0
11.4	124.0
11.6	138.0
11.8	205.0
12.0	310.0
12.2	384.0
12.4	474.0
12.6	548.0
12.8	569.0
13.0	595.0
13.2	527.0
13.4	385.0
13.6	251.0
13.8	206.0
14.0	167.0
14.2	137.0
14.4	114.0
14.6	88.0
14.8	69.0
15.0	55.0
