Distance (mm)	Counts
0.0	55.0
0.2	66.0
0.4	67.0
0.6	74.0
0.8	99.0
1.0	107.0
1.2	162.0
1.4	188.0
1.6	265.0
1.8	409.0
2.0	527.0
2.2	608.0
2.4	669.0
2.6	619.0
2.8	602.0
3.0	483.0
3.2	321.0
3.4	224.0
3.6	189.0
3.8	151.0
4.0	141.0
4.2	105.0
4.4	83.0
4.6	73.0
4.8	41.0
5.0	44.0
5.2	45.0
5.4	62.0
5.6	57.0
5.8	31.0
6.0	34.0
6.2	30.0
6.4	44.0
6.6	31.0
6.8	33.0
7.0	29.0
7.2	25.0
7.4	31.0
7.6	21.0
7.8	21.0
8.0	18.0
8.2	16.0
8.4	18.0
8.6	28.0
8.8	23.0
9.0	37.0
9.2	33.0
9.4	34.0
9.6	40.0
9.8	38.0
10.0	39.0
10.2	47.0
10.4	45.0
10.6	59.0
10.8	80.0
11.0	90.0
11.2	102.0
11.4	83.0
11.6	110.0
11.8	135.0
12.0	145.0
12.2	288.0
12.4	370.0
12.6	417.0
12.8	578.0
13.0	692.0
13.2	669.0
13.4	537.0
13.6	401.0
13.8	335.0
14.0	223.0
14.2	164.0
14.4	134.0
14.6	116.0
14.8	81.0
15.0	64.0
