Distance (mm)	Counts
0.0	33.0
0.2	23.0
0.4	36.0
0.6	48.0
0.8	41.0
1.0	36.0
1.2	31.0
1.4	34.0
1.6	43.0
1.8	53.0
2.0	45.0
2.2	61.0
2.4	79.0
2.6	87.0
2.8	114.0
3.0	144.0
3.2	147.0
3.4	223.0
3.6	342.0
3.8	424.0
4.0	531.0
4.2	653.0
4.4	742.0
4.6	787.0
4.8	741.0
5.0	568.0
5.2	528.0
5.4	369.0
5.6	317.0
5.8	242.0
6.0	186.0
6.2	153.0
6.4	127.0
6.6	151.0
6.8	138.0
7.0	141.0
7.2	120.0
7.4	131.0
7.6	154.0
7.8	162.0
8.0	233.0
8.2	318.0
8.4	488.0
8.6	581.0
8.8	702.0
9.0	752.0
9.2	765.0
9.4	671.0
9.6	603.0
9.8	444.0
10.0	313.0
10.2	235.0
10.4	185.0
10.6	154.0
10.8	137.0
11.0	98.0
11.2	70.0
11.4	86.0
11.6	58.0
11.8	49.0
12.0	55.0
12.2	52.0
12.4	32.0
12.6	28.0
12.8	32.0
13.0	34.0
13.2	38.0
13.4	22.0
13.6	30.0
13.8	23.0
14.0	21.0
14.2	22.0
14.4	20.0
14.6	14.0
14.8	22.0
15.0	17.0
