Distance (mm)	Counts
0.0	35.0
0.2	29.0
0.4	34.0
0.6	42.0
0.8	43.0
1.0	42.0
1.2	41.0
1.4	66.0
1.6	77.0
1.8	77.0
2.0	104.0
2.2	115.0
2.4	146.0
2.6	170.0
2.8	216.0
3.0	333.0
3.2	379.0
3.4	575.0
3.6	711.0
3.8	735.0
4.0	832.0
4.2	713.0
4.4	578.0
4.6	435.0
4.8	377.0
5.0	245.0
5.2	213.0
5.4	159.0
5.6	130.0
5.8	133.0
6.0	101.0
6.2	72.0
6.4	89.0
6.6	77.0
6.8	65.0
7.0	88.0
7.2	83.0
7.4	74.0
7.6	82.0
7.8	98.0
8.0	111.0
8.2	120.0
8.4	129.0
8.6	178.0
8.8	215.0
9.0	312.0
9.2	423.0
9.4	474.0
9.6	618.0
9.8	730.0
10.0	703.0
10.2	705.0
10.4	611.0
10.6	472.0
10.8	303.0
11.0	255.0
11.2	190.0
11.4	173.0
11.6	122.0
11.8	100.0
12.0	86.0
12.2	69.0
12.4	63.0
12.6	55.0
12.8	39.0
13.0	49.0
13.2	48.0
13.4	47.0
13.6	44.0
13.8	32.0
14.0	28.0
14.2	29.0
14.4	28.0
14.6	22.0
14.8	36.0
15.0	24.0
