Distance (mm)	Counts
0.0	129.0
0.2	128.0
0.4	176.0
0.6	189.0
0.8	266.0
1.0	390.0
1.2	556.0
1.4	637.0
1.6	721.0
1.8	695.0
2.0	583.0
2.2	521.0
2.4	371.0
2.6	266.0
2.8	202.0
3.0	147.0
3.2	135.0
3.4	98.0
3.6	81.0
3.8	77.0
4.0	72.0
4.2	63.0
4.4	41.0
4.6	36.0
4.8	31.0
5.0	46.0
5.2	26.0
5.4	32.0
5.6	28.0
5.8	38.0
6.0	31.0
6.2	15.0
6.4	35.0
6.6	30.0
6.8	20.0
7.0	21.0
7.2	26.0
7.4	24.0
7.6	23.0
7.8	34.0
8.0	30.0
8.2	34.0
8.4	28.0
8.6	28.0
8.8	35.0
9.0	34.0
9.2	30.0
9.4	36.0
9.6	51.0
9.8	40.0
10.0	50.0
10.2	54.0
10.4	56.0
10.6	82.0
10.8	83.0
11.0	98.0
11.2	136.0
11.4	182.0
11.6	239.0
11.8	357.0
12.0	493.0
12.2	601.0
12.4	660.0
12.6	671.0
12.8	617.0
13.0	508.0
13.2	405.0
13.4	273.0
13.6	221.0
13.8	144.0
14.0	131.0
14.2	112.0
14.4	90.0
14.6	74.0
14.8	74.0
15.0	52.0
