Distance (mm)	Counts
0.0	55.0
0.2	59.0
0.4	70.0
0.6	81.0
0.8	99.0
1.0	97.0
1.2	115.0
1.4	132.0
1.6	119.0
1.8	117.0
2.0	145.0
2.2	133.0
2.4	131.0
2.6	188.0
2.8	203.0
3.0	298.0
3.2	445.0
3.4	539.0
3.6	629.0
3.8	635.0
4.0	488.0
4.2	484.0
4.4	363.0
4.6	256.0
4.8	209.0
5.0	144.0
5.2	123.0
5.4	105.0
5.6	103.0
5.8	71.0
6.0	63.0
6.2	43.0
6.4	37.0
6.6	36.0
6.8	31.0
7.0	35.0
7.2	22.0
7.4	36.0
7.6	27.0
7.8	32.0
8.0	33.0
8.2	29.0
8.4	29.0
8.6	31.0
8.8	26.0
9.0	30.0
9.2	24.0
9.4	30.0
9.6	33.0
9.8	30.0
10.0	39.0
10.2	47.0
10.4	41.0
10.6	49.0
10.8	37.0
11.0	31.0
11.2	66.0
11.4	56.0
11.6	70.0
11.8	85.0
12.0	103.0
12.2	112.0
12.4	138.0
12.6	167.0
12.8	249.0
13.0	458.0
13.2	497.0
13.4	613.0
13.6	716.0
13.8	707.0
14.0	597.0
14.2	465.0
14.4	388.0
14.6	316.0
14.8	215.0
15.0	184.0
