Distance (mm)	Counts
0.0	87.0
0.2	85.0
0.4	89.0
0.6	81.0
0.8	85.0
1.0	79.0
1.2	98.0
1.4	82.0
1.6	92.0
1.8	93.0
2.0	102.0
2.2	105.0
2.4	126.0
2.6	110.0
2.8	113.0
3.0	122.0
3.2	117.0
3.4	115.0
3.6	130.0
3.8	134.0
4.0	146.0
4.2	143.0
4.4	136.0
4.6	137.0
4.8	171.0
5.0	156.0
5.2	207.0
5.4	184.0
5.6	185.0
5.8	223.0
6.0	253.0
6.2	329.0
6.4	362.0
6.6	446.0
6.8	472.0
7.0	509.0
7.2	497.0
7.4	515.0
7.6	458.0
7.8	426.0
8.0	366.0
8.2	279.0
8.4	260.0
8.6	230.0
8.8	228.0
9.0	237.0
9.2	235.0
9.4	231.0
9.6	234.0
9.8	286.0
10.0	413.0
10.2	426.0
10.4	445.0
10.6	523.0
10.8	520.0
11.0	481.0
11.2	492.0
11.4	433.0
11.6	381.0
11.8	304.0
12.0	241.0
12.2	223.0
12.4	183.0
12.6	171.0
12.8	153.0
13.0	191.0
13.2	157.0
13.4	158.0
13.6	145.0
13.8	148.0
14.0	156.0
14.2	133.0
14.4	162.0
14.6	135.0
14.8	143.0
15.0	138.0
