Distance (mm)	Counts
0.0	105.0
0.2	108.0
0.4	118.0
0.6	102.0
0.8	101.0
1.0	127.0
1.2	142.0
1.4	123.0
1.6	120.0
1.8	146.0
2.0	132.0
2.2	122.0
2.4	125.0
2.6	147.0
2.8	158.0
3.0	159.0
3.2	219.0
3.4	257.0
3.6	337.0
3.8	387.0
4.0	445.0
4.2	531.0
4.4	526.0
4.6	497.0
4.8	423.0
5.0	422.0
5.2	363.0
5.4	306.0
5.6	265.0
5.8	233.0
6.0	195.0
6.2	189.0
6.4	182.0
6.6	186.0
6.8	192.0
7.0	164.0
7.2	169.0
7.4	190.0
7.6	181.0
7.8	153.0
8.0	163.0
8.2	169.0
8.4	183.0
8.6	168.0
8.8	184.0
9.0	217.0
9.2	250.0
9.4	282.0
9.6	313.0
9.8	387.0
10.0	459.0
10.2	444.0
10.4	508.0
10.6	485.0
10.8	466.0
11.0	394.0
11.2	348.0
11.4	286.0
11.6	218.0
11.8	180.0
12.0	187.0
12.2	152.0
12.4	144.0
12.6	121.0
12.8	137.0
13.0	136.0
13.2	123.0
13.4	145.0
13.6	144.0
13.8	125.0
14.0	113.0
14.2	111.0
14.4	120.0
14.6	112.0
14.8	131.0
15.0	104.0
