Distance (mm)	Counts
0.0	114.0
0.2	109.0
0.4	110.0
0.6	119.0
0.8	145.0
1.0	108.0
1.2	107.0
1.4	127.0
1.6	128.0
1.8	143.0
2.0	136.0
2.2	160.0
2.4	178.0
2.6	182.0
2.8	244.0
3.0	250.0
3.2	328.0
3.4	415.0
3.6	446.0
3.8	482.0
4.0	468.0
4.2	510.0
4.4	372.0
4.6	349.0
4.8	306.0
5.0	232.0
5.2	218.0
5.4	187.0
5.6	131.0
5.8	183.0
6.0	190.0
6.2	151.0
6.4	192.0
6.6	180.0
6.8	172.0
7.0	171.0
7.2	160.0
7.4	168.0
7.6	164.0
7.8	152.0
8.0	141.0
8.2	152.0
8.4	143.0
8.6	184.0
8.8	184.0
9.0	176.0
9.2	175.0
9.4	161.0
9.6	192.0
9.8	176.0
10.0	217.0
10.2	265.0
10.4	316.0
10.6	360.0
10.8	423.0
11.0	441.0
11.2	463.0
11.4	480.0
11.6	449.0
11.8	375.0
12.0	314.0
12.2	235.0
12.4	226.0
12.6	170.0
12.8	145.0
13.0	150.0
13.2	138.0
13.4	136.0
13.6	134.0
13.8	106.0
14.0	126.0
14.2	123.0
14.4	125.0
14.6	97.0
14.8	111.0
15.0	113.0
