Distance (mm)	Counts
0.0	98.0
0.2	119.0
0.4	117.0
0.6	110.0
0.8	114.0
1.0	128.0
1.2	118.0
1.4	126.0
1.6	96.0
1.8	137.0
2.0	141.0
2.2	144.0
2.4	137.0
2.6	149.0
2.8	146.0
3.0	146.0
3.2	160.0
3.4	175.0
3.6	156.0
3.8	254.0
4.0	254.0
4.2	323.0
4.4	418.0
4.6	419.0
4.8	501.0
5.0	515.0
5.2	495.0
5.4	490.0
5.6	418.0
5.8	366.0
6.0	324.0
6.2	266.0
6.4	249.0
6.6	221.0
6.8	208.0
7.0	202.0
7.2	198.0
7.4	196.0
7.6	180.0
7.8	210.0
8.0	207.0
8.2	210.0
8.4	243.0
8.6	291.0
8.8	359.0
9.0	388.0
9.2	429.0
9.4	497.0
9.6	522.0
9.8	534.0
10.0	480.0
10.2	410.0
10.4	393.0
10.6	302.0
10.8	256.0
11.0	171.0
11.2	191.0
11.4	192.0
11.6	160.0
11.8	161.0
12.0	138.0
12.2	157.0
12.4	135.0
12.6	144.0
12.8	139.0
13.0	137.0
13.2	136.0
13.4	146.0
13.6	115.0
13.8	144.0
14.0	120.0
14.2	110.0
14.4	100.0
14.6	106.0
14.8	104.0
15.0	100.0
