Distance (mm)	Counts
0.0	12.0
0.2	20.0
0.4	16.0
0.6	18.0
0.8	9.0
1.0	13.0
1.2	24.0
1.4	20.0
1.6	27.0
1.8	34.0
2.0	54.0
2.2	50.0
2.4	75.0
2.6	101.0
2.8	137.0
3.0	177.0
3.2	162.0
3.4	178.0
3.6	153.0
3.8	151.0
4.0	121.0
4.2	82.0
4.4	60.0
4.6	49.0
4.8	48.0
5.0	32.0
5.2	36.0
5.4	37.0
5.6	23.0
5.8	33.0
6.0	25.0
6.2	19.0
6.4	23.0
6.6	28.0
6.8	19.0
7.0	24.0
7.2	25.0
7.4	34.0
7.6	26.0
7.8	38.0
8.0	26.0
8.2	49.0
8.4	45.0
8.6	58.0
8.8	75.0
9.0	112.0
9.2	157.0
9.4	188.0
9.6	183.0
9.8	189.0
10.0	187.0
10.2	175.0
10.4	137.0
10.6	110.0
10.8	75.0
11.0	52.0
11.2	68.0
11.4	48.0
11.6	33.0
11.8	16.0
12.0	25.0
12.2	19.0
12.4	17.0
12.6	9.0
12.8	11.0
13.0	14.0
13.2	10.0
13.4	10.0
13.6	9.0
13.8	7.0
14.0	12.0
14.2	10.0
14.4	7.0
14.6	11.0
14.8	7.0
15.0	4.0
15.2	2.0
15.4	8.0
15.6	6.0
15.8	4.0
16.0	4.0
