Distance (mm)	Counts
0.0	10.0
0.2	12.0
0.4	7.0
0.6	9.0
0.8	12.0
1.0	17.0
1.2	15.0
1.4	17.0
1.6	24.0
1.8	25.0
2.0	26.0
2.2	39.0
2.4	40.0
2.6	64.0
2.8	97.0
3.0	96.0
3.2	138.0
3.4	172.0
3.6	191.0
3.8	160.0
4.0	182.0
4.2	165.0
4.4	123.0
4.6	89.0
4.8	64.0
5.0	58.0
5.2	38.0
5.4	44.0
5.6	42.0
5.8	33.0
6.0	20.0
6.2	26.0
6.4	18.0
6.6	20.0
6.8	17.0
7.0	14.0
7.2	23.0
7.4	20.0
7.6	41.0
7.8	39.0
8.0	28.0
8.2	60.0
8.4	58.0
8.6	100.0
8.8	123.0
9.0	130.0
9.2	151.0
9.4	184.0
9.6	150.0
9.8	115.0
10.0	105.0
10.2	90.0
10.4	61.0
10.6	47.0
10.8	35.0
11.0	29.0
11.2	22.0
11.4	16.0
11.6	23.0
11.8	25.0
12.0	17.0
12.2	15.0
12.4	10.0
12.6	11.0
12.8	12.0
13.0	14.0
13.2	8.0
13.4	9.0
13.6	7.0
13.8	5.0
14.0	8.0
14.2	3.0
14.4	4.0
14.6	4.0
14.8	10.0
15.0	6.0
15.2	6.0
15.4	8.0
15.6	4.0
15.8	2.0
16.0	6.0
