Distance (mm)	Counts
0.0	5.0
0.2	6.0
0.4	5.0
0.6	7.0
0.8	10.0
1.0	10.0
1.2	13.0
1.4	11.0
1.6	16.0
1.8	15.0
2.0	16.0
2.2	14.0
2.4	13.0
2.6	14.0
2.8	12.0
3.0	11.0
3.2	22.0
3.4	27.0
3.6	20.0
3.8	26.0
4.0	37.0
4.2	33.0
4.4	41.0
4.6	46.0
4.8	56.0
5.0	87.0
5.2	96.0
5.4	131.0
5.6	197.0
5.8	245.0
6.0	263.0
6.2	308.0
6.4	338.0
6.6	299.0
6.8	280.0
7.0	225.0
7.2	186.0
7.4	152.0
7.6	97.0
7.8	81.0
8.0	74.0
8.2	66.0
8.4	54.0
8.6	45.0
8.8	37.0
9.0	24.0
9.2	28.0
9.4	14.0
9.6	21.0
9.8	16.0
10.0	10.0
10.2	9.0
10.4	14.0
10.6	15.0
10.8	9.0
11.0	9.0
11.2	9.0
11.4	9.0
11.6	8.0
11.8	10.0
12.0	3.0
12.2	8.0
12.4	9.0
12.6	7.0
12.8	5.0
13.0	8.0
13.2	5.0
13.4	10.0
13.6	4.0
13.8	5.0
14.0	6.0
14.2	8.0
14.4	7.0
14.6	11.0
14.8	6.0
15.0	3.0
15.2	2.0
15.4	5.0
15.6	2.0
15.8	5.0
16.0	2.0
