Distance (mm)	Counts
0.0	6.0
0.2	8.0
0.4	11.0
0.6	9.0
0.8	6.0
1.0	13.0
1.2	15.0
1.4	4.0
1.6	6.0
1.8	13.0
2.0	10.0
2.2	12.0
2.4	21.0
2.6	13.0
2.8	27.0
3.0	21.0
3.2	21.0
3.4	27.0
3.6	33.0
3.8	39.0
4.0	63.0
4.2	54.0
4.4	79.0
4.6	104.0
4.8	123.0
5.0	161.0
5.2	162.0
5.4	210.0
5.6	201.0
5.8	199.0
6.0	182.0
6.2	151.0
6.4	173.0
6.6	155.0
6.8	174.0
7.0	186.0
7.2	185.0
7.4	186.0
7.6	186.0
7.8	151.0
8.0	134.0
8.2	85.0
8.4	63.0
8.6	47.0
8.8	37.0
9.0	47.0
9.2	37.0
9.4	30.0
9.6	22.0
9.8	19.0
10.0	22.0
10.2	19.0
10.4	18.0
10.6	14.0
10.8	9.0
11.0	12.0
11.2	9.0
11.4	17.0
11.6	11.0
11.8	13.0
12.0	14.0
12.2	20.0
12.4	7.0
12.6	10.0
12.8	8.0
13.0	13.0
13.2	8.0
13.4	11.0
13.6	6.0
13.8	10.0
14.0	5.0
14.2	3.0
14.4	8.0
14.6	8.0
14.8	10.0
15.0	5.0
15.2	3.0
15.4	4.0
15.6	3.0
15.8	7.0
16.0	4.0
