Distance (mm)	Counts
0.0	4.0
0.2	7.0
0.4	7.0
0.6	12.0
0.8	17.0
1.0	9.0
1.2	5.0
1.4	11.0
1.6	16.0
1.8	12.0
2.0	12.0
2.2	14.0
2.4	19.0
2.6	21.0
2.8	28.0
3.0	34.0
3.2	31.0
3.4	35.0
3.6	54.0
3.8	57.0
4.0	72.0
4.2	112.0
4.4	157.0
4.6	181.0
4.8	185.0
5.0	208.0
5.2	174.0
5.4	176.0
5.6	141.0
5.8	98.0
6.0	83.0
6.2	71.0
6.4	72.0
6.6	71.0
6.8	86.0
7.0	86.0
7.2	90.0
7.4	149.0
7.6	164.0
7.8	179.0
8.0	212.0
8.2	159.0
8.4	173.0
8.6	144.0
8.8	91.0
9.0	71.0
9.2	54.0
9.4	39.0
9.6	39.0
9.8	33.0
10.0	24.0
10.2	24.0
10.4	26.0
10.6	23.0
10.8	24.0
11.0	21.0
11.2	22.0
11.4	15.0
11.6	10.0
11.8	12.0
12.0	7.0
12.2	11.0
12.4	11.0
12.6	13.0
12.8	9.0
13.0	11.0
13.2	5.0
13.4	4.0
13.6	9.0
13.8	8.0
14.0	6.0
14.2	6.0
14.4	11.0
14.6	9.0
14.8	4.0
15.0	6.0
15.2	5.0
15.4	7.0
15.6	3.0
15.8	5.0
16.0	8.0
