Distance (mm)	Counts
0.0	19.0
0.2	33.0
0.4	43.0
0.6	50.0
0.8	46.0
1.0	93.0
1.2	122.0
1.4	151.0
1.6	163.0
1.8	166.0
2.0	161.0
2.2	148.0
2.4	123.0
2.6	99.0
2.8	52.0
3.0	48.0
3.2	37.0
3.4	39.0
3.6	26.0
3.8	32.0
4.0	25.0
4.2	18.0
4.4	11.0
4.6	21.0
4.8	10.0
5.0	19.0
5.2	14.0
5.4	14.0
5.6	8.0
5.8	13.0
6.0	11.0
6.2	2.0
6.4	9.0
6.6	6.0
6.8	14.0
7.0	4.0
7.2	6.0
7.4	9.0
7.6	7.0
7.8	12.0
8.0	5.0
8.2	4.0
8.4	9.0
8.6	12.0
8.8	14.0
9.0	7.0
9.2	17.0
9.4	10.0
9.6	3.0
9.8	17.0
10.0	13.0
10.2	10.0
10.4	16.0
10.6	28.0
10.8	36.0
11.0	40.0
11.2	53.0
11.4	70.0
11.6	60.0
11.8	123.0
12.0	141.0
12.2	159.0
12.4	144.0
12.6	128.0
12.8	112.0
13.0	96.0
13.2	70.0
13.4	40.0
13.6	40.0
13.8	30.0
14.0	28.0
14.2	32.0
14.4	21.0
14.6	14.0
14.8	17.0
15.0	8.0
15.2	9.0
15.4	5.0
15.6	5.0
15.8	10.0
16.0	13.0
