Distance (mm)	Counts
0.0	12.0
0.2	10.0
0.4	11.0
0.6	13.0
0.8	22.0
1.0	14.0
1.2	11.0
1.4	8.0
1.6	17.0
1.8	23.0
2.0	29.0
2.2	25.0
2.4	29.0
2.6	37.0
2.8	42.0
3.0	48.0
3.2	85.0
3.4	91.0
3.6	118.0
3.8	164.0
4.0	182.0
4.2	183.0
4.4	194.0
4.6	198.0
4.8	120.0
5.0	139.0
5.2	98.0
5.4	72.0
5.6	54.0
5.8	50.0
6.0	42.0
6.2	38.0
6.4	34.0
6.6	28.0
6.8	45.0
7.0	42.0
7.2	44.0
7.4	53.0
7.6	68.0
7.8	92.0
8.0	125.0
8.2	133.0
8.4	176.0
8.6	196.0
8.8	181.0
9.0	188.0
9.2	135.0
9.4	109.0
9.6	79.0
9.8	68.0
10.0	43.0
10.2	44.0
10.4	30.0
10.6	32.0
10.8	27.0
11.0	27.0
11.2	18.0
11.4	22.0
11.6	10.0
11.8	11.0
12.0	6.0
12.2	17.0
12.4	17.0
12.6	9.0
12.8	11.0
13.0	7.0
13.2	6.0
13.4	9.0
13.6	7.0
13.8	5.0
14.0	8.0
14.2	4.0
14.4	2.0
14.6	7.0
14.8	5.0
15.0	4.0
15.2	7.0
15.4	11.0
15.6	9.0
15.8	5.0
16.0	1.0
