Distance (mm)	Counts
0.0	9.0
0.2	8.0
0.4	7.0
0.6	19.0
0.8	8.0
1.0	10.0
1.2	11.0
1.4	13.0
1.6	14.0
1.8	9.0
2.0	15.0
2.2	22.0
2.4	31.0
2.6	31.0
2.8	42.0
3.0	48.0
3.2	69.0
3.4	98.0
3.6	138.0
3.8	136.0
4.0	154.0
4.2	144.0
4.4	152.0
4.6	144.0
4.8	150.0
5.0	74.0
5.2	87.0
5.4	58.0
5.6	39.0
5.8	33.0
6.0	32.0
6.2	34.0
6.4	43.0
6.6	44.0
6.8	31.0
7.0	41.0
7.2	58.0
7.4	51.0
7.6	86.0
7.8	81.0
8.0	116.0
8.2	111.0
8.4	145.0
8.6	148.0
8.8	138.0
9.0	161.0
9.2	128.0
9.4	114.0
9.6	84.0
9.8	49.0
10.0	53.0
10.2	26.0
10.4	32.0
10.6	28.0
10.8	27.0
11.0	16.0
11.2	8.0
11.4	11.0
11.6	11.0
11.8	11.0
12.0	14.0
12.2	7.0
12.4	8.0
12.6	9.0
12.8	9.0
13.0	8.0
13.2	13.0
13.4	8.0
13.6	4.0
13.8	8.0
14.0	6.0
14.2	7.0
14.4	4.0
14.6	3.0
14.8	7.0
15.0	2.0
15.2	7.0
15.4	5.0
15.6	4.0
15.8	1.0
16.0	4.0
