Distance (mm)	Counts
0.0	15.0
0.2	12.0
0.4	20.0
0.6	28.0
0.8	30.0
1.0	43.0
1.2	41.0
1.4	54.0
1.6	80.0
1.8	88.0
2.0	126.0
2.2	150.0
2.4	142.0
2.6	179.0
2.8	157.0
3.0	120.0
3.2	126.0
3.4	82.0
3.6	63.0
3.8	44.0
4.0	46.0
4.2	34.0
4.4	27.0
4.6	17.0
4.8	19.0
5.0	26.0
5.2	14.0
5.4	16.0
5.6	23.0
5.8	15.0
6.0	14.0
6.2	10.0
6.4	9.0
6.6	12.0
6.8	5.0
7.0	6.0
7.2	9.0
7.4	9.0
7.6	14.0
7.8	17.0
8.0	16.0
8.2	17.0
8.4	11.0
8.6	20.0
8.8	19.0
9.0	10.0
9.2	22.0
9.4	27.0
9.6	37.0
9.8	36.0
10.0	46.0
10.2	81.0
10.4	88.0
10.6	114.0
10.8	144.0
11.0	140.0
11.2	158.0
11.4	170.0
11.6	130.0
11.8	92.0
12.0	64.0
12.2	44.0
12.4	40.0
12.6	43.0
12.8	21.0
13.0	30.0
13.2	14.0
13.4	21.0
13.6	24.0
13.8	9.0
14.0	14.0
14.2	13.0
14.4	13.0
14.6	16.0
14.8	5.0
15.0	10.0
15.2	8.0
15.4	6.0
15.6	10.0
15.8	4.0
16.0	11.0
