Distance (mm)	Counts
0.0	8.0
0.2	18.0
0.4	20.0
0.6	22.0
0.8	18.0
1.0	28.0
1.2	35.0
1.4	42.0
1.6	43.0
1.8	59.0
2.0	75.0
2.2	106.0
2.4	129.0
2.6	174.0
2.8	181.0
3.0	176.0
3.2	158.0
3.4	107.0
3.6	91.0
3.8	81.0
4.0	58.0
4.2	43.0
4.4	44.0
4.6	36.0
4.8	30.0
5.0	23.0
5.2	11.0
5.4	25.0
5.6	20.0
5.8	18.0
6.0	14.0
6.2	14.0
6.4	12.0
6.6	14.0
6.8	8.0
7.0	24.0
7.2	10.0
7.4	15.0
7.6	17.0
7.8	19.0
8.0	26.0
8.2	18.0
8.4	31.0
8.6	23.0
8.8	31.0
9.0	25.0
9.2	37.0
9.4	56.0
9.6	68.0
9.8	79.0
10.0	130.0
10.2	162.0
10.4	201.0
10.6	157.0
10.8	148.0
11.0	145.0
11.2	114.0
11.4	91.0
11.6	57.0
11.8	43.0
12.0	33.0
12.2	43.0
12.4	33.0
12.6	29.0
12.8	19.0
13.0	18.0
13.2	21.0
13.4	13.0
13.6	11.0
13.8	11.0
14.0	10.0
14.2	16.0
14.4	13.0
14.6	6.0
14.8	12.0
15.0	11.0
15.2	9.0
15.4	10.0
15.6	4.0
15.8	6.0
16.0	6.0
