Distance (mm)	Counts
0.0	24.0
0.2	22.0
0.4	22.0
0.6	31.0
0.8	33.0
1.0	44.0
1.2	85.0
1.4	137.0
1.6	137.0
1.8	134.0
2.0	175.0
2.2	112.0
2.4	110.0
2.6	79.0
2.8	56.0
3.0	58.0
3.2	45.0
3.4	44.0
3.6	23.0
3.8	26.0
4.0	24.0
4.2	23.0
4.4	14.0
4.6	13.0
4.8	10.0
5.0	9.0
5.2	9.0
5.4	12.0
5.6	10.0
5.8	5.0
6.0	13.0
6.2	6.0
6.4	10.0
6.6	8.0
6.8	2.0
7.0	11.0
7.2	6.0
7.4	8.0
7.6	8.0
7.8	4.0
8.0	3.0
8.2	6.0
8.4	6.0
8.6	2.0
8.8	7.0
9.0	12.0
9.2	8.0
9.4	14.0
9.6	20.0
9.8	11.0
10.0	15.0
10.2	18.0
10.4	15.0
10.6	20.0
10.8	26.0
11.0	28.0
11.2	31.0
11.4	25.0
11.6	51.0
11.8	79.0
12.0	112.0
12.2	131.0
12.4	121.0
12.6	136.0
12.8	140.0
13.0	93.0
13.2	81.0
13.4	44.0
13.6	54.0
13.8	30.0
14.0	29.0
14.2	14.0
14.4	19.0
14.6	19.0
14.8	16.0
15.0	14.0
15.2	4.0
15.4	4.0
15.6	9.0
15.8	3.0
16.0	7.0
