Distance (mm)	Counts
0.0	12.0
0.2	16.0
0.4	17.0
0.6	15.0
0.8	15.0
1.0	16.0
1.2	15.0
1.4	26.0
1.6	31.0
1.8	35.0
2.0	59.0
2.2	48.0
2.4	61.0
2.6	90.0
2.8	88.0
3.0	160.0
3.2	189.0
3.4	192.0
3.6	197.0
3.8	166.0
4.0	134.0
4.2	115.0
4.4	89.0
4.6	83.0
4.8	57.0
5.0	37.0
5.2	42.0
5.4	25.0
5.6	32.0
5.8	22.0
6.0	29.0
6.2	18.0
6.4	20.0
6.6	21.0
6.8	24.0
7.0	26.0
7.2	20.0
7.4	20.0
7.6	21.0
7.8	32.0
8.0	40.0
8.2	35.0
8.4	47.0
8.6	96.0
8.8	79.0
9.0	123.0
9.2	142.0
9.4	187.0
9.6	163.0
9.8	193.0
10.0	163.0
10.2	144.0
10.4	95.0
10.6	68.0
10.8	38.0
11.0	41.0
11.2	38.0
11.4	44.0
11.6	32.0
11.8	26.0
12.0	33.0
12.2	24.0
12.4	16.0
12.6	12.0
12.8	12.0
13.0	15.0
13.2	8.0
13.4	9.0
13.6	13.0
13.8	5.0
14.0	9.0
14.2	5.0
14.4	16.0
14.6	9.0
14.8	6.0
15.0	5.0
15.2	4.0
15.4	7.0
15.6	8.0
15.8	5.0
16.0	4.0
