Distance (mm)	Counts
0.0	23.0
0.2	21.0
0.4	40.0
0.6	37.0
0.8	48.0
1.0	67.0
1.2	105.0
1.4	127.0
1.6	152.0
1.8	153.0
2.0	132.0
2.2	149.0
2.4	141.0
2.6	98.0
2.8	70.0
3.0	66.0
3.2	46.0
3.4	35.0
3.6	27.0
3.8	30.0
4.0	23.0
4.2	13.0
4.4	16.0
4.6	12.0
4.8	6.0
5.0	9.0
5.2	10.0
5.4	9.0
5.6	4.0
5.8	9.0
6.0	11.0
6.2	13.0
6.4	11.0
6.6	13.0
6.8	10.0
7.0	4.0
7.2	5.0
7.4	7.0
7.6	8.0
7.8	9.0
8.0	8.0
8.2	9.0
8.4	9.0
8.6	9.0
8.8	8.0
9.0	14.0
9.2	12.0
9.4	18.0
9.6	16.0
9.8	18.0
10.0	20.0
10.2	27.0
10.4	18.0
10.6	28.0
10.8	35.0
11.0	45.0
11.2	67.0
11.4	84.0
11.6	135.0
11.8	121.0
12.0	152.0
12.2	146.0
12.4	152.0
12.6	130.0
12.8	120.0
13.0	66.0
13.2	52.0
13.4	45.0
13.6	34.0
13.8	39.0
14.0	28.0
14.2	25.0
14.4	24.0
14.6	14.0
14.8	14.0
15.0	13.0
15.2	10.0
15.4	6.0
15.6	10.0
15.8	8.0
16.0	9.0
