Distance (mm)	Counts
0.0	7.0
0.2	6.0
0.4	13.0
0.6	10.0
0.8	5.0
1.0	14.0
1.2	12.0
1.4	8.0
1.6	10.0
1.8	15.0
2.0	12.0
2.2	13.0
2.4	31.0
2.6	37.0
2.8	27.0
3.0	35.0
3.2	42.0
3.4	66.0
3.6	101.0
3.8	120.0
4.0	141.0
4.2	149.0
4.4	145.0
4.6	140.0
4.8	139.0
5.0	88.0
5.2	76.0
5.4	73.0
5.6	61.0
5.8	52.0
6.0	45.0
6.2	44.0
6.4	34.0
6.6	37.0
6.8	46.0
7.0	47.0
7.2	73.0
7.4	64.0
7.6	92.0
7.8	109.0
8.0	135.0
8.2	158.0
8.4	175.0
8.6	124.0
8.8	150.0
9.0	118.0
9.2	102.0
9.4	70.0
9.6	52.0
9.8	49.0
10.0	32.0
10.2	36.0
10.4	27.0
10.6	16.0
10.8	28.0
11.0	19.0
11.2	13.0
11.4	15.0
11.6	9.0
11.8	14.0
12.0	15.0
12.2	10.0
12.4	14.0
12.6	11.0
12.8	8.0
13.0	8.0
13.2	10.0
13.4	6.0
13.6	8.0
13.8	5.0
14.0	3.0
14.2	6.0
14.4	8.0
14.6	9.0
14.8	6.0
15.0	8.0
15.2	4.0
15.4	4.0
15.6	8.0
15.8	2.0
16.0	2.0
