Distance (mm)	Counts
0.0	7.0
0.2	5.0
0.4	6.0
0.6	11.0
0.8	10.0
1.0	6.0
1.2	11.0
1.4	7.0
1.6	12.0
1.8	14.0
2.0	9.0
2.2	16.0
2.4	12.0
2.6	14.0
2.8	16.0
3.0	15.0
3.2	14.0
3.4	14.0
3.6	32.0
3.8	32.0
4.0	49.0
4.2	38.0
4.4	59.0
4.6	76.0
4.8	89.0
5.0	165.0
5.2	135.0
5.4	177.0
5.6	212.0
5.8	230.0
6.0	228.0
6.2	245.0
6.4	188.0
6.6	230.0
6.8	215.0
7.0	235.0
7.2	222.0
7.4	192.0
7.6	161.0
7.8	172.0
8.0	106.0
8.2	85.0
8.4	63.0
8.6	55.0
8.8	58.0
9.0	37.0
9.2	45.0
9.4	34.0
9.6	22.0
9.8	23.0
10.0	21.0
10.2	22.0
10.4	29.0
10.6	19.0
10.8	17.0
11.0	14.0
11.2	9.0
11.4	8.0
11.6	15.0
11.8	8.0
12.0	16.0
12.2	9.0
12.4	5.0
12.6	8.0
12.8	11.0
13.0	9.0
13.2	10.0
13.4	9.0
13.6	1.0
13.8	6.0
14.0	6.0
14.2	12.0
14.4	5.0
14.6	3.0
14.8	8.0
15.0	6.0
15.2	5.0
15.4	6.0
15.6	7.0
15.8	5.0
16.0	3.0
