Distance (mm)	Counts
0.0	29.0
0.2	17.0
0.4	28.0
0.6	27.0
0.8	38.0
1.0	59.0
1.2	94.0
1.4	124.0
1.6	124.0
1.8	184.0
2.0	179.0
2.2	129.0
2.4	108.0
2.6	84.0
2.8	81.0
3.0	64.0
3.2	45.0
3.4	36.0
3.6	21.0
3.8	32.0
4.0	24.0
4.2	17.0
4.4	19.0
4.6	15.0
4.8	7.0
5.0	14.0
5.2	7.0
5.4	14.0
5.6	14.0
5.8	9.0
6.0	12.0
6.2	11.0
6.4	10.0
6.6	3.0
6.8	7.0
7.0	9.0
7.2	8.0
7.4	7.0
7.6	8.0
7.8	3.0
8.0	5.0
8.2	6.0
8.4	10.0
8.6	14.0
8.8	12.0
9.0	13.0
9.2	8.0
9.4	13.0
9.6	13.0
9.8	12.0
10.0	10.0
10.2	17.0
10.4	17.0
10.6	24.0
10.8	27.0
11.0	34.0
11.2	34.0
11.4	47.0
11.6	61.0
11.8	98.0
12.0	139.0
12.2	143.0
12.4	150.0
12.6	140.0
12.8	139.0
13.0	107.0
13.2	93.0
13.4	63.0
13.6	45.0
13.8	32.0
14.0	30.0
14.2	24.0
14.4	22.0
14.6	19.0
14.8	13.0
15.0	16.0
15.2	12.0
15.4	21.0
15.6	8.0
15.8	12.0
16.0	8.0
