Distance (mm)	Counts
0.0	11.0
0.2	10.0
0.4	6.0
0.6	11.0
0.8	10.0
1.0	4.0
1.2	11.0
1.4	10.0
1.6	7.0
1.8	11.0
2.0	9.0
2.2	7.0
2.4	14.0
2.6	11.0
2.8	11.0
3.0	9.0
3.2	18.0
3.4	18.0
3.6	21.0
3.8	11.0
4.0	14.0
4.2	21.0
4.4	24.0
4.6	30.0
4.8	36.0
5.0	57.0
5.2	103.0
5.4	133.0
5.6	247.0
5.8	370.0
6.0	520.0
6.2	674.0
6.4	797.0
6.6	940.0
6.8	920.0
7.0	880.0
7.2	796.0
7.4	752.0
7.6	635.0
7.8	513.0
8.0	417.0
8.2	315.0
8.4	204.0
8.6	117.0
8.8	85.0
9.0	46.0
9.2	47.0
9.4	31.0
9.6	26.0
9.8	24.0
10.0	29.0
10.2	30.0
10.4	16.0
10.6	17.0
10.8	12.0
11.0	12.0
11.2	20.0
11.4	10.0
11.6	11.0
11.8	5.0
12.0	11.0
12.2	10.0
12.4	9.0
12.6	8.0
12.8	8.0
13.0	5.0
13.2	9.0
13.4	13.0
13.6	9.0
13.8	7.0
14.0	11.0
14.2	13.0
14.4	8.0
14.6	6.0
14.8	5.0
15.0	6.0
