Distance (mm)	Counts
0.0	145.0
0.2	238.0
0.4	321.0
0.6	371.0
0.8	458.0
1.0	468.0
1.2	445.0
1.4	337.0
1.6	251.0
1.8	177.0
2.0	106.0
2.2	77.0
2.4	31.0
2.6	17.0
2.8	22.0
3.0	10.0
3.2	11.0
3.4	7.0
3.6	12.0
3.8	11.0
4.0	6.0
4.2	9.0
4.4	8.0
4.6	6.0
4.8	9.0
5.0	5.0
5.2	3.0
5.4	12.0
5.6	7.0
5.8	9.0
6.0	2.0
6.2	11.0
6.4	4.0
6.6	7.0
6.8	12.0
7.0	7.0
7.2	5.0
7.4	6.0
7.6	10.0
7.8	5.0
8.0	11.0
8.2	13.0
8.4	5.0
8.6	7.0
8.8	18.0
9.0	8.0
9.2	16.0
9.4	21.0
9.6	19.0
9.8	25.0
10.0	26.0
10.2	33.0
10.4	66.0
10.6	108.0
10.8	204.0
11.0	311.0
11.2	363.0
11.4	466.0
11.6	460.0
11.8	436.0
12.0	418.0
12.2	301.0
12.4	186.0
12.6	115.0
12.8	55.0
13.0	40.0
13.2	22.0
13.4	18.0
13.6	24.0
13.8	16.0
14.0	4.0
14.2	13.0
14.4	11.0
14.6	8.0
14.8	8.0
15.0	5.0
