Distance (mm)	Counts
0.0	8.0
0.2	12.0
0.4	7.0
0.6	6.0
0.8	8.0
1.0	8.0
1.2	10.0
1.4	11.0
1.6	6.0
1.8	8.0
2.0	9.0
2.2	12.0
2.4	10.0
2.6	12.0
2.8	15.0
3.0	14.0
3.2	11.0
3.4	12.0
3.6	15.0
3.8	17.0
4.0	16.0
4.2	26.0
4.4	27.0
4.6	22.0
4.8	32.0
5.0	49.0
5.2	54.0
5.4	122.0
5.6	178.0
5.8	281.0
6.0	381.0
6.2	581.0
6.4	742.0
6.6	917.0
6.8	1066.0
7.0	1146.0
7.2	1050.0
7.4	929.0
7.6	672.0
7.8	505.0
8.0	352.0
8.2	191.0
8.4	122.0
8.6	60.0
8.8	57.0
9.0	36.0
9.2	28.0
9.4	32.0
9.6	22.0
9.8	13.0
10.0	15.0
10.2	18.0
10.4	17.0
10.6	16.0
10.8	11.0
11.0	11.0
11.2	10.0
11.4	12.0
11.6	15.0
11.8	17.0
12.0	11.0
12.2	11.0
12.4	7.0
12.6	8.0
12.8	11.0
13.0	9.0
13.2	9.0
13.4	5.0
13.6	7.0
13.8	5.0
14.0	7.0
14.2	7.0
14.4	5.0
14.6	5.0
14.8	7.0
15.0	8.0
