Distance (mm)	Counts
0.0	237.0
0.2	369.0
0.4	471.0
0.6	537.0
0.8	571.0
1.0	494.0
1.2	449.0
1.4	347.0
1.6	265.0
1.8	132.0
2.0	76.0
2.2	44.0
2.4	26.0
2.6	25.0
2.8	17.0
3.0	15.0
3.2	15.0
3.4	13.0
3.6	11.0
3.8	14.0
4.0	8.0
4.2	10.0
4.4	12.0
4.6	8.0
4.8	12.0
5.0	5.0
5.2	6.0
5.4	6.0
5.6	13.0
5.8	14.0
6.0	8.0
6.2	12.0
6.4	9.0
6.6	3.0
6.8	10.0
7.0	6.0
7.2	9.0
7.4	10.0
7.6	12.0
7.8	13.0
8.0	14.0
8.2	13.0
8.4	11.0
8.6	14.0
8.8	15.0
9.0	26.0
9.2	39.0
9.4	43.0
9.6	59.0
9.8	151.0
10.0	217.0
10.2	324.0
10.4	430.0
10.6	483.0
10.8	523.0
11.0	513.0
11.2	459.0
11.4	363.0
11.6	258.0
11.8	138.0
12.0	83.0
12.2	47.0
12.4	29.0
12.6	19.0
12.8	19.0
13.0	14.0
13.2	11.0
13.4	16.0
13.6	9.0
13.8	7.0
14.0	14.0
14.2	7.0
14.4	7.0
14.6	7.0
14.8	6.0
15.0	6.0
