Distance (mm)	Counts
0.0	166.0
0.2	282.0
0.4	351.0
0.6	411.0
0.8	429.0
1.0	472.0
1.2	378.0
1.4	321.0
1.6	245.0
1.8	142.0
2.0	74.0
2.2	47.0
2.4	30.0
2.6	20.0
2.8	19.0
3.0	13.0
3.2	9.0
3.4	18.0
3.6	8.0
3.8	11.0
4.0	8.0
4.2	8.0
4.4	10.0
4.6	11.0
4.8	10.0
5.0	5.0
5.2	9.0
5.4	10.0
5.6	7.0
5.8	5.0
6.0	8.0
6.2	6.0
6.4	5.0
6.6	6.0
6.8	2.0
7.0	8.0
7.2	5.0
7.4	5.0
7.6	7.0
7.8	8.0
8.0	10.0
8.2	6.0
8.4	4.0
8.6	10.0
8.8	14.0
9.0	9.0
9.2	13.0
9.4	9.0
9.6	17.0
9.8	19.0
10.0	34.0
10.2	44.0
10.4	72.0
10.6	106.0
10.8	215.0
11.0	277.0
11.2	376.0
11.4	438.0
11.6	480.0
11.8	423.0
12.0	426.0
12.2	292.0
12.4	173.0
12.6	114.0
12.8	38.0
13.0	36.0
13.2	22.0
13.4	22.0
13.6	14.0
13.8	17.0
14.0	9.0
14.2	10.0
14.4	8.0
14.6	14.0
14.8	4.0
15.0	11.0
