Distance (mm)	Counts
0.0	125.0
0.2	204.0
0.4	328.0
0.6	437.0
0.8	506.0
1.0	543.0
1.2	533.0
1.4	483.0
1.6	391.0
1.8	283.0
2.0	169.0
2.2	93.0
2.4	60.0
2.6	41.0
2.8	20.0
3.0	19.0
3.2	11.0
3.4	13.0
3.6	8.0
3.8	17.0
4.0	19.0
4.2	11.0
4.4	8.0
4.6	6.0
4.8	9.0
5.0	16.0
5.2	10.0
5.4	7.0
5.6	11.0
5.8	10.0
6.0	6.0
6.2	9.0
6.4	16.0
6.6	6.0
6.8	7.0
7.0	10.0
7.2	17.0
7.4	19.0
7.6	7.0
7.8	19.0
8.0	19.0
8.2	24.0
8.4	21.0
8.6	24.0
8.8	55.0
9.0	63.0
9.2	130.0
9.4	247.0
9.6	318.0
9.8	425.0
10.0	477.0
10.2	492.0
10.4	528.0
10.6	466.0
10.8	335.0
11.0	251.0
11.2	132.0
11.4	68.0
11.6	30.0
11.8	30.0
12.0	22.0
12.2	18.0
12.4	18.0
12.6	16.0
12.8	14.0
13.0	11.0
13.2	8.0
13.4	7.0
13.6	14.0
13.8	4.0
14.0	5.0
14.2	7.0
14.4	5.0
14.6	7.0
14.8	5.0
15.0	10.0
