Distance (mm)	Counts
0.0	26.0
0.2	32.0
0.4	39.0
0.6	69.0
0.8	105.0
1.0	187.0
1.2	277.0
1.4	400.0
1.6	469.0
1.8	575.0
2.0	607.0
2.2	520.0
2.4	480.0
2.6	359.0
2.8	279.0
3.0	206.0
3.2	124.0
3.4	62.0
3.6	53.0
3.8	34.0
4.0	22.0
4.2	24.0
4.4	19.0
4.6	18.0
4.8	20.0
5.0	15.0
5.2	15.0
5.4	16.0
5.6	13.0
5.8	16.0
6.0	18.0
6.2	16.0
6.4	14.0
6.6	25.0
6.8	20.0
7.0	42.0
7.2	34.0
7.4	59.0
7.6	102.0
7.8	211.0
8.0	288.0
8.2	449.0
8.4	477.0
8.6	552.0
8.8	549.0
9.0	532.0
9.2	444.0
9.4	368.0
9.6	254.0
9.8	121.0
10.0	67.0
10.2	47.0
10.4	22.0
10.6	21.0
10.8	16.0
11.0	14.0
11.2	17.0
11.4	22.0
11.6	12.0
11.8	8.0
12.0	12.0
12.2	8.0
12.4	9.0
12.6	9.0
12.8	11.0
13.0	5.0
13.2	9.0
13.4	9.0
13.6	3.0
13.8	7.0
14.0	8.0
14.2	8.0
14.4	9.0
14.6	11.0
14.8	7.0
15.0	5.0
