Distance (mm)	Counts
0.0	11.0
0.2	11.0
0.4	16.0
0.6	17.0
0.8	13.0
1.0	13.0
1.2	17.0
1.4	20.0
1.6	30.0
1.8	45.0
2.0	51.0
2.2	96.0
2.4	138.0
2.6	214.0
2.8	293.0
3.0	387.0
3.2	441.0
3.4	600.0
3.6	542.0
3.8	549.0
4.0	491.0
4.2	391.0
4.4	318.0
4.6	171.0
4.8	108.0
5.0	89.0
5.2	69.0
5.4	69.0
5.6	128.0
5.8	201.0
6.0	306.0
6.2	346.0
6.4	440.0
6.6	577.0
6.8	612.0
7.0	560.0
7.2	474.0
7.4	413.0
7.6	232.0
7.8	146.0
8.0	95.0
8.2	59.0
8.4	34.0
8.6	28.0
8.8	27.0
9.0	17.0
9.2	19.0
9.4	21.0
9.6	18.0
9.8	7.0
10.0	16.0
10.2	12.0
10.4	13.0
10.6	11.0
10.8	6.0
11.0	10.0
11.2	9.0
11.4	10.0
11.6	12.0
11.8	4.0
12.0	5.0
12.2	7.0
12.4	9.0
12.6	4.0
12.8	7.0
13.0	11.0
13.2	2.0
13.4	2.0
13.6	3.0
13.8	7.0
14.0	7.0
14.2	8.0
14.4	7.0
14.6	7.0
14.8	7.0
15.0	1.0
