Distance (mm)	Counts
0.0	11.0
0.2	15.0
0.4	19.0
0.6	13.0
0.8	11.0
1.0	6.0
1.2	13.0
1.4	16.0
1.6	26.0
1.8	9.0
2.0	26.0
2.2	32.0
2.4	42.0
2.6	54.0
2.8	88.0
3.0	127.0
3.2	182.0
3.4	305.0
3.6	410.0
3.8	502.0
4.0	504.0
4.2	582.0
4.4	552.0
4.6	529.0
4.8	469.0
5.0	414.0
5.2	395.0
5.4	438.0
5.6	469.0
5.8	515.0
6.0	575.0
6.2	568.0
6.4	533.0
6.6	447.0
6.8	333.0
7.0	223.0
7.2	107.0
7.4	66.0
7.6	32.0
7.8	35.0
8.0	25.0
8.2	15.0
8.4	15.0
8.6	16.0
8.8	15.0
9.0	12.0
9.2	19.0
9.4	14.0
9.6	15.0
9.8	13.0
10.0	15.0
10.2	7.0
10.4	8.0
10.6	9.0
10.8	3.0
11.0	10.0
11.2	7.0
11.4	11.0
11.6	9.0
11.8	9.0
12.0	8.0
12.2	12.0
12.4	6.0
12.6	6.0
12.8	11.0
13.0	9.0
13.2	10.0
13.4	8.0
13.6	9.0
13.8	10.0
14.0	6.0
14.2	2.0
14.4	6.0
14.6	8.0
14.8	7.0
15.0	7.0
