Distance (mm)	Counts
0.0	9.0
0.2	18.0
0.4	15.0
0.6	14.0
0.8	18.0
1.0	12.0
1.2	30.0
1.4	34.0
1.6	42.0
1.8	73.0
2.0	111.0
2.2	150.0
2.4	240.0
2.6	359.0
2.8	439.0
3.0	538.0
3.2	554.0
3.4	586.0
3.6	524.0
3.8	436.0
4.0	341.0
4.2	237.0
4.4	149.0
4.6	103.0
4.8	49.0
5.0	46.0
5.2	50.0
5.4	39.0
5.6	43.0
5.8	72.0
6.0	123.0
6.2	199.0
6.4	317.0
6.6	450.0
6.8	490.0
7.0	564.0
7.2	578.0
7.4	535.0
7.6	424.0
7.8	378.0
8.0	239.0
8.2	123.0
8.4	81.0
8.6	37.0
8.8	29.0
9.0	31.0
9.2	20.0
9.4	19.0
9.6	17.0
9.8	15.0
10.0	9.0
10.2	17.0
10.4	18.0
10.6	9.0
10.8	13.0
11.0	7.0
11.2	14.0
11.4	8.0
11.6	7.0
11.8	9.0
12.0	11.0
12.2	7.0
12.4	12.0
12.6	6.0
12.8	8.0
13.0	8.0
13.2	7.0
13.4	6.0
13.6	2.0
13.8	3.0
14.0	4.0
14.2	9.0
14.4	9.0
14.6	6.0
14.8	6.0
15.0	3.0
